Año,Especie,Puerto,Desembarques
2019.0,Pez palo,San Antonio Este,0.0
2020.0,Pez palo,San Antonio Este,2.852
1989.0,Pez sable,San Antonio Este,0.0
1990.0,Pez sable,San Antonio Este,0.0
1991.0,Pez sable,San Antonio Este,0.0
1992.0,Pez sable,San Antonio Este,0.0
1995.0,Pez sable,San Antonio Este,0.0
1996.0,Pez sable,San Antonio Este,0.0
1997.0,Pez sable,San Antonio Este,0.0
1998.0,Pez sable,San Antonio Este,0.0
1999.0,Pez sable,San Antonio Este,0.0
2000.0,Pez sable,San Antonio Este,0.0
2001.0,Pez sable,San Antonio Este,0.0
2002.0,Pez sable,San Antonio Este,0.0
2003.0,Pez sable,San Antonio Este,0.0
2004.0,Pez sable,San Antonio Este,0.0
2005.0,Pez sable,San Antonio Este,0.0
2006.0,Pez sable,San Antonio Este,0.0
2007.0,Pez sable,San Antonio Este,0.0
2008.0,Pez sable,San Antonio Este,0.0
2009.0,Pez sable,San Antonio Este,0.0
2010.0,Pez sable,San Antonio Este,0.0
2011.0,Pez sable,San Antonio Este,0.0
2012.0,Pez sable,San Antonio Este,0.7
2013.0,Pez sable,San Antonio Este,0.0
2014.0,Pez sable,San Antonio Este,0.0
2015.0,Pez sable,San Antonio Este,0.0
2016.0,Pez sable,San Antonio Este,0.0
2017.0,Pez sable,San Antonio Este,0.0
2018.0,Pez sable,San Antonio Este,0.0
2019.0,Pez sable,San Antonio Este,0.0
2020.0,Pez sable,San Antonio Este,0.0
1990.0,Pez sierra,San Antonio Este,0.0
1994.0,Pez sierra,San Antonio Este,0.0
1999.0,Pez sierra,San Antonio Este,0.0
2000.0,Pez sierra,San Antonio Este,0.0
2001.0,Pez sierra,San Antonio Este,0.0
2004.0,Pez sierra,San Antonio Este,0.0
2005.0,Pez sierra,San Antonio Este,0.0
2006.0,Pez sierra,San Antonio Este,0.0
2012.0,Pez sierra,San Antonio Este,0.0
2015.0,Pez sierra,San Antonio Este,0.0
1989.0,Polaca,San Antonio Este,0.0
1990.0,Polaca,San Antonio Este,0.0
1991.0,Polaca,San Antonio Este,0.0
1992.0,Polaca,San Antonio Este,0.0
1993.0,Polaca,San Antonio Este,0.0
1994.0,Polaca,San Antonio Este,108.5
1995.0,Polaca,San Antonio Este,0.0
1996.0,Polaca,San Antonio Este,0.2
1997.0,Polaca,San Antonio Este,1.8
1998.0,Polaca,San Antonio Este,3.1
1999.0,Polaca,San Antonio Este,0.4
2000.0,Polaca,San Antonio Este,0.2
2001.0,Polaca,San Antonio Este,0.0
2002.0,Polaca,San Antonio Este,0.0
2003.0,Polaca,San Antonio Este,0.0
2004.0,Polaca,San Antonio Este,0.0
2005.0,Polaca,San Antonio Este,0.0
2006.0,Polaca,San Antonio Este,0.0
2007.0,Polaca,San Antonio Este,0.0
2008.0,Polaca,San Antonio Este,1.2
2009.0,Polaca,San Antonio Este,0.8
2010.0,Polaca,San Antonio Este,0.0
2011.0,Polaca,San Antonio Este,0.0
2012.0,Polaca,San Antonio Este,0.0
2013.0,Polaca,San Antonio Este,0.0
2014.0,Polaca,San Antonio Este,0.0
2015.0,Polaca,San Antonio Este,0.0
2016.0,Polaca,San Antonio Este,0.0
2017.0,Polaca,San Antonio Este,0.0
2018.0,Polaca,San Antonio Este,0.0
2019.0,Polaca,San Antonio Este,0.0
2020.0,Polaca,San Antonio Este,0.0
2014.0,Pulpitos,San Antonio Este,0.0
2015.0,Pulpitos,San Antonio Este,0.0
2017.0,Pulpitos,San Antonio Este,0.0
2018.0,Pulpitos,San Antonio Este,0.0
2019.0,Pulpitos,San Antonio Este,0.0
2020.0,Pulpitos,San Antonio Este,0.0
1989.0,Pulpos nep,San Antonio Este,0.0
1990.0,Pulpos nep,San Antonio Este,0.0
1991.0,Pulpos nep,San Antonio Este,0.0
1992.0,Pulpos nep,San Antonio Este,0.0
1993.0,Pulpos nep,San Antonio Este,0.0
1994.0,Pulpos nep,San Antonio Este,0.0
1995.0,Pulpos nep,San Antonio Este,0.0
1996.0,Pulpos nep,San Antonio Este,0.0
1997.0,Pulpos nep,San Antonio Este,0.0
1998.0,Pulpos nep,San Antonio Este,0.0
1999.0,Pulpos nep,San Antonio Este,0.0
2000.0,Pulpos nep,San Antonio Este,0.0
2001.0,Pulpos nep,San Antonio Este,0.0
2002.0,Pulpos nep,San Antonio Este,0.0
2003.0,Pulpos nep,San Antonio Este,0.0
2004.0,Pulpos nep,San Antonio Este,0.0
2005.0,Pulpos nep,San Antonio Este,0.0
2006.0,Pulpos nep,San Antonio Este,0.0
2007.0,Pulpos nep,San Antonio Este,0.0
2008.0,Pulpos nep,San Antonio Este,0.0
2009.0,Pulpos nep,San Antonio Este,0.0
2010.0,Pulpos nep,San Antonio Este,0.0
2011.0,Pulpos nep,San Antonio Este,0.0
2012.0,Pulpos nep,San Antonio Este,0.0
2013.0,Pulpos nep,San Antonio Este,0.0
2014.0,Pulpos nep,San Antonio Este,0.0
2016.0,Pulpos nep,San Antonio Este,0.0
2018.0,Pulpos nep,San Antonio Este,0.0
2019.0,Pulpos nep,San Antonio Este,0.0
2009.0,Raya cola corta,San Antonio Este,0.0
2010.0,Raya cola corta,San Antonio Este,0.0
2011.0,Raya cola corta,San Antonio Este,0.0
2012.0,Raya cola corta,San Antonio Este,0.0
2013.0,Raya cola corta,San Antonio Este,0.0
2014.0,Raya cola corta,San Antonio Este,0.0
2015.0,Raya cola corta,San Antonio Este,0.0
2018.0,Raya cola corta,San Antonio Este,0.0
2019.0,Raya cola corta,San Antonio Este,0.0
2009.0,Raya de circulos,San Antonio Este,0.0
2010.0,Raya de circulos,San Antonio Este,2.4
2011.0,Raya de circulos,San Antonio Este,3.9
2012.0,Raya de circulos,San Antonio Este,0.0
2014.0,Raya de circulos,San Antonio Este,0.8
2015.0,Raya de circulos,San Antonio Este,0.0
2017.0,Raya de circulos,San Antonio Este,0.0
2018.0,Raya de circulos,San Antonio Este,0.0
2013.0,Raya de círculos,San Antonio Este,1.83
2016.0,Raya de círculos,San Antonio Este,0.03
2019.0,Raya de círculos,San Antonio Este,0.0
2020.0,Raya de círculos,San Antonio Este,0.0
2009.0,Raya espinosa,San Antonio Este,0.0
2010.0,Raya espinosa,San Antonio Este,0.0
2012.0,Raya espinosa,San Antonio Este,0.0
2018.0,Raya espinosa,San Antonio Este,0.0
2020.0,Raya espinosa,San Antonio Este,0.0
2008.0,Raya hocicuda,San Antonio Este,0.0
2009.0,Raya hocicuda,San Antonio Este,8.0
2010.0,Raya hocicuda,San Antonio Este,166.1
2011.0,Raya hocicuda,San Antonio Este,147.9
2012.0,Raya hocicuda,San Antonio Este,122.3
2013.0,Raya hocicuda,San Antonio Este,67.678
2014.0,Raya hocicuda,San Antonio Este,36.8
2015.0,Raya hocicuda,San Antonio Este,31.189999999999998
2016.0,Raya hocicuda,San Antonio Este,36.943999999999996
2017.0,Raya hocicuda,San Antonio Este,4.42
2018.0,Raya hocicuda,San Antonio Este,10.1
2019.0,Raya hocicuda,San Antonio Este,15.211999999999998
2020.0,Raya hocicuda,San Antonio Este,2.993
2009.0,Raya lisa,San Antonio Este,0.0
2010.0,Raya lisa,San Antonio Este,0.0
2011.0,Raya lisa,San Antonio Este,0.0
2012.0,Raya lisa,San Antonio Este,0.0
2013.0,Raya lisa,San Antonio Este,0.0
2014.0,Raya lisa,San Antonio Este,0.0
2015.0,Raya lisa,San Antonio Este,0.0
2016.0,Raya lisa,San Antonio Este,0.0
2017.0,Raya lisa,San Antonio Este,0.0
2018.0,Raya lisa,San Antonio Este,0.0
2019.0,Raya lisa,San Antonio Este,0.198
2020.0,Raya lisa,San Antonio Este,0.407
2009.0,Raya marmolada,San Antonio Este,0.0
2010.0,Raya marmolada,San Antonio Este,5.3
2011.0,Raya marmolada,San Antonio Este,4.8
2012.0,Raya marmolada,San Antonio Este,0.0
2013.0,Raya marmolada,San Antonio Este,0.0
2014.0,Raya marmolada,San Antonio Este,0.0
2015.0,Raya marmolada,San Antonio Este,0.0
2016.0,Raya marmolada,San Antonio Este,0.0
2017.0,Raya marmolada,San Antonio Este,0.0
2018.0,Raya marmolada,San Antonio Este,0.0
2019.0,Raya marmolada,San Antonio Este,0.576
2020.0,Raya marmolada,San Antonio Este,0.128
2009.0,Raya marron oscuro,San Antonio Este,0.0
2010.0,Raya marron oscuro,San Antonio Este,3.3
2012.0,Raya marron oscuro,San Antonio Este,0.0
2017.0,Raya marron oscuro,San Antonio Este,0.0
2018.0,Raya marron oscuro,San Antonio Este,0.1
2019.0,Raya marron oscuro,San Antonio Este,0.0
2020.0,Raya marron oscuro,San Antonio Este,0.0
2009.0,Raya pintada,San Antonio Este,0.0
2010.0,Raya pintada,San Antonio Este,0.0
2011.0,Raya pintada,San Antonio Este,0.1
2012.0,Raya pintada,San Antonio Este,0.0
2013.0,Raya pintada,San Antonio Este,0.0
2014.0,Raya pintada,San Antonio Este,0.0
2015.0,Raya pintada,San Antonio Este,0.49
2016.0,Raya pintada,San Antonio Este,0.0
2019.0,Raya pintada,San Antonio Este,0.0
2020.0,Raya Platana,San Antonio Este,0.0
1989.0,Rayas nep,San Antonio Este,0.0
1990.0,Rayas nep,San Antonio Este,0.0
1991.0,Rayas nep,San Antonio Este,0.0
1992.0,Rayas nep,San Antonio Este,0.0
1993.0,Rayas nep,San Antonio Este,3.6
1994.0,Rayas nep,San Antonio Este,25.6
1995.0,Rayas nep,San Antonio Este,162.9
1996.0,Rayas nep,San Antonio Este,82.0
1997.0,Rayas nep,San Antonio Este,98.5
1998.0,Rayas nep,San Antonio Este,110.0
1999.0,Rayas nep,San Antonio Este,83.1
2000.0,Rayas nep,San Antonio Este,118.1
2001.0,Rayas nep,San Antonio Este,122.6
2002.0,Rayas nep,San Antonio Este,366.4
2003.0,Rayas nep,San Antonio Este,476.8
2004.0,Rayas nep,San Antonio Este,431.3
2005.0,Rayas nep,San Antonio Este,769.2
2006.0,Rayas nep,San Antonio Este,482.0
2007.0,Rayas nep,San Antonio Este,769.9
2008.0,Rayas nep,San Antonio Este,358.0
2009.0,Rayas nep,San Antonio Este,192.4
2010.0,Rayas nep,San Antonio Este,23.1
2011.0,Rayas nep,San Antonio Este,33.6
2012.0,Rayas nep,San Antonio Este,20.3
2013.0,Rayas nep,San Antonio Este,3.45
2014.0,Rayas nep,San Antonio Este,11.6
2015.0,Rayas nep,San Antonio Este,2.6100000000000003
2016.0,Rayas nep,San Antonio Este,2.25
2017.0,Rayas nep,San Antonio Este,0.0
2018.0,Rayas nep,San Antonio Este,3.2
2019.0,Rayas nep,San Antonio Este,39.178
2020.0,Rayas nep,San Antonio Este,11.165999999999999
1989.0,Robalo,San Antonio Este,0.0
1990.0,Robalo,San Antonio Este,0.0
1991.0,Robalo,San Antonio Este,0.0
1992.0,Robalo,San Antonio Este,0.0
1993.0,Robalo,San Antonio Este,0.0
1994.0,Robalo,San Antonio Este,0.0
1995.0,Robalo,San Antonio Este,0.0
1996.0,Robalo,San Antonio Este,1.7
1997.0,Robalo,San Antonio Este,0.8
1998.0,Robalo,San Antonio Este,2.3
1999.0,Robalo,San Antonio Este,4.3
2000.0,Robalo,San Antonio Este,0.0
2001.0,Robalo,San Antonio Este,0.4
2002.0,Robalo,San Antonio Este,0.1
2003.0,Robalo,San Antonio Este,0.0
2004.0,Robalo,San Antonio Este,0.0
2005.0,Robalo,San Antonio Este,0.0
2006.0,Robalo,San Antonio Este,0.0
2007.0,Robalo,San Antonio Este,0.0
2008.0,Robalo,San Antonio Este,0.0
2009.0,Robalo,San Antonio Este,0.0
2010.0,Robalo,San Antonio Este,0.0
2011.0,Robalo,San Antonio Este,0.0
2012.0,Robalo,San Antonio Este,0.0
2013.0,Robalo,San Antonio Este,0.0
2014.0,Robalo,San Antonio Este,0.0
2015.0,Robalo,San Antonio Este,0.0
2016.0,Robalo,San Antonio Este,0.0
2017.0,Robalo,San Antonio Este,0.0
2018.0,Robalo,San Antonio Este,0.0
2019.0,Robalo,San Antonio Este,0.0
2020.0,Robalo,San Antonio Este,0.0
1989.0,Rubio,San Antonio Este,0.0
1990.0,Rubio,San Antonio Este,0.0
1991.0,Rubio,San Antonio Este,0.0
1992.0,Rubio,San Antonio Este,0.0
1993.0,Rubio,San Antonio Este,0.4
1994.0,Rubio,San Antonio Este,2.4
1995.0,Rubio,San Antonio Este,114.4
1996.0,Rubio,San Antonio Este,84.0
1997.0,Rubio,San Antonio Este,3.2
1998.0,Rubio,San Antonio Este,7.1
1999.0,Rubio,San Antonio Este,4.9
2000.0,Rubio,San Antonio Este,15.7
2001.0,Rubio,San Antonio Este,1.6
2002.0,Rubio,San Antonio Este,0.4
2003.0,Rubio,San Antonio Este,0.6
2004.0,Rubio,San Antonio Este,8.1
2005.0,Rubio,San Antonio Este,47.8
2006.0,Rubio,San Antonio Este,136.5
2007.0,Rubio,San Antonio Este,103.0
2008.0,Rubio,San Antonio Este,10.3
2009.0,Rubio,San Antonio Este,0.0
2010.0,Rubio,San Antonio Este,2.6
2011.0,Rubio,San Antonio Este,4.7
2012.0,Rubio,San Antonio Este,2.2
2013.0,Rubio,San Antonio Este,2.885
2014.0,Rubio,San Antonio Este,0.0
2015.0,Rubio,San Antonio Este,0.0
2016.0,Rubio,San Antonio Este,0.0
2017.0,Rubio,San Antonio Este,0.0
2018.0,Rubio,San Antonio Este,0.0
2019.0,Rubio,San Antonio Este,0.0
2020.0,Rubio,San Antonio Este,0.16
1989.0,Salmon de mar,San Antonio Este,0.0
1990.0,Salmon de mar,San Antonio Este,0.0
1991.0,Salmon de mar,San Antonio Este,0.0
1992.0,Salmon de mar,San Antonio Este,0.0
1993.0,Salmon de mar,San Antonio Este,36.6
1994.0,Salmon de mar,San Antonio Este,8.3
1995.0,Salmon de mar,San Antonio Este,16.1
1996.0,Salmon de mar,San Antonio Este,17.6
1997.0,Salmon de mar,San Antonio Este,17.6
1998.0,Salmon de mar,San Antonio Este,27.0
1999.0,Salmon de mar,San Antonio Este,31.3
2000.0,Salmon de mar,San Antonio Este,106.0
2001.0,Salmon de mar,San Antonio Este,24.9
2002.0,Salmon de mar,San Antonio Este,19.5
2003.0,Salmon de mar,San Antonio Este,173.5
2004.0,Salmon de mar,San Antonio Este,84.9
2005.0,Salmon de mar,San Antonio Este,161.2
2006.0,Salmon de mar,San Antonio Este,53.1
2007.0,Salmon de mar,San Antonio Este,26.1
2008.0,Salmon de mar,San Antonio Este,9.2
2009.0,Salmon de mar,San Antonio Este,1.6
2010.0,Salmon de mar,San Antonio Este,22.7
2011.0,Salmon de mar,San Antonio Este,16.2
2012.0,Salmon de mar,San Antonio Este,7.7
2013.0,Salmon de mar,San Antonio Este,9.259
2014.0,Salmon de mar,San Antonio Este,4.1
2015.0,Salmon de mar,San Antonio Este,6.022
2016.0,Salmon de mar,San Antonio Este,15.219999999999999
2017.0,Salmon de mar,San Antonio Este,0.85
2018.0,Salmon de mar,San Antonio Este,2.4
2019.0,Salmon de mar,San Antonio Este,32.93300000000001
2020.0,Salmon de mar,San Antonio Este,1.1099999999999999
1989.0,Salmonete,San Antonio Este,0.0
1990.0,Salmonete,San Antonio Este,0.0
1991.0,Salmonete,San Antonio Este,0.0
1992.0,Salmonete,San Antonio Este,0.0
1993.0,Salmonete,San Antonio Este,0.0
1994.0,Salmonete,San Antonio Este,0.0
1995.0,Salmonete,San Antonio Este,0.0
1996.0,Salmonete,San Antonio Este,0.0
1997.0,Salmonete,San Antonio Este,0.0
1998.0,Salmonete,San Antonio Este,0.0
1999.0,Salmonete,San Antonio Este,1.2
2000.0,Salmonete,San Antonio Este,1.3
2001.0,Salmonete,San Antonio Este,0.0
2002.0,Salmonete,San Antonio Este,0.0
2003.0,Salmonete,San Antonio Este,0.0
2004.0,Salmonete,San Antonio Este,0.0
2005.0,Salmonete,San Antonio Este,0.5
2006.0,Salmonete,San Antonio Este,1.4
2007.0,Salmonete,San Antonio Este,0.0
2008.0,Salmonete,San Antonio Este,1.7
2009.0,Salmonete,San Antonio Este,0.0
2010.0,Salmonete,San Antonio Este,0.2
2011.0,Salmonete,San Antonio Este,0.0
2012.0,Salmonete,San Antonio Este,0.0
2013.0,Salmonete,San Antonio Este,0.0
2014.0,Salmonete,San Antonio Este,0.0
2015.0,Salmonete,San Antonio Este,0.0
2016.0,Salmonete,San Antonio Este,0.0
2017.0,Salmonete,San Antonio Este,0.0
2018.0,Salmonete,San Antonio Este,0.0
2019.0,Salmonete,San Antonio Este,0.0
2020.0,Salmonete,San Antonio Este,0.0
1989.0,Saraca,San Antonio Este,0.0
1990.0,Saraca,San Antonio Este,0.0
1991.0,Saraca,San Antonio Este,0.0
1992.0,Saraca,San Antonio Este,0.0
1993.0,Saraca,San Antonio Este,0.0
1994.0,Saraca,San Antonio Este,0.0
1995.0,Saraca,San Antonio Este,0.0
1996.0,Saraca,San Antonio Este,0.0
1997.0,Saraca,San Antonio Este,0.0
1998.0,Saraca,San Antonio Este,0.0
1999.0,Saraca,San Antonio Este,0.0
2000.0,Saraca,San Antonio Este,0.0
2001.0,Saraca,San Antonio Este,0.0
2002.0,Saraca,San Antonio Este,0.0
2003.0,Saraca,San Antonio Este,0.0
2004.0,Saraca,San Antonio Este,0.0
2005.0,Saraca,San Antonio Este,0.0
2006.0,Saraca,San Antonio Este,0.0
2007.0,Saraca,San Antonio Este,0.0
2008.0,Saraca,San Antonio Este,0.0
2009.0,Saraca,San Antonio Este,0.0
2010.0,Saraca,San Antonio Este,0.0
2011.0,Saraca,San Antonio Este,0.0
2012.0,Saraca,San Antonio Este,0.0
2013.0,Saraca,San Antonio Este,0.0
2014.0,Saraca,San Antonio Este,0.0
2015.0,Saraca,San Antonio Este,0.0
2016.0,Saraca,San Antonio Este,0.0
2017.0,Saraca,San Antonio Este,0.0
2018.0,Saraca,San Antonio Este,0.0
2019.0,Saraca,San Antonio Este,0.0
2020.0,Saraca,San Antonio Este,0.0
1989.0,Sardina fueguina,San Antonio Este,0.0
1990.0,Sardina fueguina,San Antonio Este,0.0
1991.0,Sardina fueguina,San Antonio Este,0.0
1992.0,Sardina fueguina,San Antonio Este,0.0
1995.0,Sardina fueguina,San Antonio Este,0.0
2003.0,Sardina fueguina,San Antonio Este,0.0
2004.0,Sardina fueguina,San Antonio Este,0.0
2006.0,Sardina fueguina,San Antonio Este,0.0
1989.0,Sargo,San Antonio Este,0.0
1990.0,Sargo,San Antonio Este,0.0
1991.0,Sargo,San Antonio Este,0.0
1992.0,Sargo,San Antonio Este,0.0
1993.0,Sargo,San Antonio Este,0.0
1994.0,Sargo,San Antonio Este,0.0
1995.0,Sargo,San Antonio Este,2.1
1996.0,Sargo,San Antonio Este,0.0
1997.0,Sargo,San Antonio Este,0.0
1998.0,Sargo,San Antonio Este,0.0
1999.0,Sargo,San Antonio Este,0.0
2000.0,Sargo,San Antonio Este,0.0
2001.0,Sargo,San Antonio Este,0.0
2002.0,Sargo,San Antonio Este,0.0
2003.0,Sargo,San Antonio Este,0.0
2004.0,Sargo,San Antonio Este,0.0
2005.0,Sargo,San Antonio Este,0.0
2006.0,Sargo,San Antonio Este,0.0
2007.0,Sargo,San Antonio Este,0.0
2008.0,Sargo,San Antonio Este,0.0
2009.0,Sargo,San Antonio Este,0.0
2010.0,Sargo,San Antonio Este,0.0
2011.0,Sargo,San Antonio Este,0.0
2012.0,Sargo,San Antonio Este,0.0
2013.0,Sargo,San Antonio Este,0.0
2014.0,Sargo,San Antonio Este,0.0
2015.0,Sargo,San Antonio Este,0.0
2016.0,Sargo,San Antonio Este,0.0
2017.0,Sargo,San Antonio Este,0.0
2018.0,Sargo,San Antonio Este,0.0
2019.0,Sargo,San Antonio Este,0.0
2020.0,Sargo,San Antonio Este,0.0
1989.0,Savorin,San Antonio Este,0.0
1990.0,Savorin,San Antonio Este,0.0
1991.0,Savorin,San Antonio Este,0.0
1992.0,Savorin,San Antonio Este,0.0
1993.0,Savorin,San Antonio Este,0.0
1994.0,Savorin,San Antonio Este,23.0
1995.0,Savorin,San Antonio Este,26.1
1996.0,Savorin,San Antonio Este,14.6
1997.0,Savorin,San Antonio Este,117.1
1998.0,Savorin,San Antonio Este,120.7
1999.0,Savorin,San Antonio Este,36.9
2000.0,Savorin,San Antonio Este,176.8
2001.0,Savorin,San Antonio Este,70.3
2002.0,Savorin,San Antonio Este,140.8
2003.0,Savorin,San Antonio Este,1293.6
2004.0,Savorin,San Antonio Este,1996.3
2005.0,Savorin,San Antonio Este,437.6
2006.0,Savorin,San Antonio Este,207.8
2007.0,Savorin,San Antonio Este,287.8
2008.0,Savorin,San Antonio Este,303.0
2009.0,Savorin,San Antonio Este,59.6
2010.0,Savorin,San Antonio Este,138.9
2011.0,Savorin,San Antonio Este,31.6
2012.0,Savorin,San Antonio Este,41.9
2013.0,Savorin,San Antonio Este,14.334999999999999
2014.0,Savorin,San Antonio Este,0.0
2015.0,Savorin,San Antonio Este,0.0
2016.0,Savorin,San Antonio Este,0.112
2017.0,Savorin,San Antonio Este,0.0
2018.0,Savorin,San Antonio Este,0.0
2019.0,Savorin,San Antonio Este,0.592
2020.0,Savorin,San Antonio Este,0.0
2007.0,Testolin,San Antonio Este,0.0
2008.0,Testolin,San Antonio Este,0.0
2009.0,Testolin,San Antonio Este,0.1
2010.0,Testolin,San Antonio Este,0.3
2011.0,Testolin,San Antonio Este,0.0
2012.0,Testolin,San Antonio Este,0.0
2013.0,Testolin,San Antonio Este,0.0
2016.0,Testolin,San Antonio Este,0.0
2007.0,Tiburon bacota,San Antonio Este,0.0
2008.0,Tiburon bacota,San Antonio Este,0.0
2009.0,Tiburon bacota,San Antonio Este,0.0
2010.0,Tiburon bacota,San Antonio Este,0.0
2011.0,Tiburon bacota,San Antonio Este,0.0
2012.0,Tiburon bacota,San Antonio Este,0.0
2013.0,Tiburon bacota,San Antonio Este,0.0
2014.0,Tiburon bacota,San Antonio Este,0.0
2016.0,Tiburon bacota,San Antonio Este,0.0
2017.0,Tiburon bacota,San Antonio Este,0.0
2018.0,Tiburon bacota,San Antonio Este,0.0
2019.0,Tiburon bacota,San Antonio Este,0.0
2020.0,Tiburon bacota,San Antonio Este,0.0
2008.0,Tiburon escalandrun,San Antonio Este,0.0
2009.0,Tiburon escalandrun,San Antonio Este,0.0
2010.0,Tiburon escalandrun,San Antonio Este,0.0
2012.0,Tiburon escalandrun,San Antonio Este,0.0
2013.0,Tiburon escalandrun,San Antonio Este,0.0
2006.0,Tiburon espinoso,San Antonio Este,0.0
2007.0,Tiburon espinoso,San Antonio Este,0.0
2008.0,Tiburon espinoso,San Antonio Este,1.7
2009.0,Tiburon espinoso,San Antonio Este,15.9
2010.0,Tiburon espinoso,San Antonio Este,7.2
2011.0,Tiburon espinoso,San Antonio Este,6.9
2012.0,Tiburon espinoso,San Antonio Este,5.7
2013.0,Tiburon espinoso,San Antonio Este,3.551
2014.0,Tiburon espinoso,San Antonio Este,1.6
2015.0,Tiburon espinoso,San Antonio Este,2.12
2016.0,Tiburon espinoso,San Antonio Este,0.0
2017.0,Tiburon espinoso,San Antonio Este,0.0
2018.0,Tiburon espinoso,San Antonio Este,0.0
2019.0,Tiburon espinoso,San Antonio Este,0.0
2020.0,Tiburon espinoso,San Antonio Este,0.0
2009.0,Tiburon gris,San Antonio Este,0.0
2010.0,Tiburon gris,San Antonio Este,0.3
2019.0,Tiburon gris,San Antonio Este,0.0
2014.0,Tiburon martillo,San Antonio Este,0.0
2017.0,Tiburon martillo,San Antonio Este,0.0
2008.0,Tiburon moteado,San Antonio Este,0.0
2009.0,Tiburon moteado,San Antonio Este,0.0
2010.0,Tiburon moteado,San Antonio Este,0.0
2012.0,Tiburon moteado,San Antonio Este,0.2
2013.0,Tiburon moteado,San Antonio Este,0.2
2015.0,Tiburon moteado,San Antonio Este,0.0
2016.0,Tiburon moteado,San Antonio Este,0.0
2018.0,Tiburon moteado,San Antonio Este,0.0
2019.0,Tiburón moteado,San Antonio Este,0.0
2012.0,Tiburon pintarroja,San Antonio Este,0.0
2015.0,Tiburon pintarroja,San Antonio Este,0.0
2016.0,Tiburon pintarroja,San Antonio Este,0.0
2009.0,Tiburon sardinero,San Antonio Este,0.0
1989.0,Tiburones nep,San Antonio Este,0.0
1990.0,Tiburones nep,San Antonio Este,0.0
1991.0,Tiburones nep,San Antonio Este,0.0
1992.0,Tiburones nep,San Antonio Este,0.0
1993.0,Tiburones nep,San Antonio Este,0.0
1994.0,Tiburones nep,San Antonio Este,0.0
1995.0,Tiburones nep,San Antonio Este,0.0
1996.0,Tiburones nep,San Antonio Este,0.2
1997.0,Tiburones nep,San Antonio Este,0.1
1998.0,Tiburones nep,San Antonio Este,1.4
1999.0,Tiburones nep,San Antonio Este,0.9
2000.0,Tiburones nep,San Antonio Este,11.0
2001.0,Tiburones nep,San Antonio Este,0.4
2002.0,Tiburones nep,San Antonio Este,0.0
2003.0,Tiburones nep,San Antonio Este,8.2
2004.0,Tiburones nep,San Antonio Este,3.4
2005.0,Tiburones nep,San Antonio Este,0.4
2006.0,Tiburones nep,San Antonio Este,0.7
2007.0,Tiburones nep,San Antonio Este,2.2
2008.0,Tiburones nep,San Antonio Este,0.3
2009.0,Tiburones nep,San Antonio Este,1.2
2010.0,Tiburones nep,San Antonio Este,3.0
2011.0,Tiburones nep,San Antonio Este,5.0
2012.0,Tiburones nep,San Antonio Este,7.5
2013.0,Tiburones nep,San Antonio Este,1.6150000000000002
2014.0,Tiburones nep,San Antonio Este,0.7
2015.0,Tiburones nep,San Antonio Este,0.0
2016.0,Tiburones nep,San Antonio Este,0.0
2017.0,Tiburones nep,San Antonio Este,0.0
2018.0,Tiburones nep,San Antonio Este,0.0
2019.0,Tiburones nep,San Antonio Este,4.340000000000001
2020.0,Tiburones nep,San Antonio Este,0.16
1989.0,Vieira callos,San Antonio Este,0.0
1990.0,Vieira callos,San Antonio Este,0.0
1991.0,Vieira callos,San Antonio Este,0.0
1992.0,Vieira callos,San Antonio Este,0.0
1993.0,Vieira callos,San Antonio Este,0.0
1995.0,Vieira callos,San Antonio Este,0.0
1996.0,Vieira callos,San Antonio Este,0.0
1997.0,Vieira callos,San Antonio Este,0.0
1998.0,Vieira callos,San Antonio Este,0.0
1999.0,Vieira callos,San Antonio Este,0.0
2000.0,Vieira callos,San Antonio Este,0.0
2001.0,Vieira callos,San Antonio Este,0.0
2002.0,Vieira callos,San Antonio Este,0.0
2003.0,Vieira callos,San Antonio Este,0.0
2004.0,Vieira callos,San Antonio Este,0.0
2005.0,Vieira callos,San Antonio Este,0.0
2006.0,Vieira callos,San Antonio Este,0.0
2007.0,Vieira callos,San Antonio Este,0.0
2008.0,Vieira callos,San Antonio Este,0.0
2009.0,Vieira callos,San Antonio Este,0.0
2010.0,Vieira callos,San Antonio Este,0.0
2011.0,Vieira callos,San Antonio Este,0.0
2012.0,Vieira callos,San Antonio Este,0.0
2013.0,Vieira callos,San Antonio Este,0.0
2014.0,Vieira callos,San Antonio Este,0.0
2015.0,Vieira callos,San Antonio Este,0.0
2016.0,Vieira callos,San Antonio Este,0.0
2017.0,Vieira callos,San Antonio Este,0.0
2018.0,Vieira callos,San Antonio Este,0.0
2019.0,Vieira callos,San Antonio Este,0.0
2020.0,Vieira callos,San Antonio Este,0.0
2020.0,Vieira tehuelche,San Antonio Este,0.0
1989.0,Abadejo,San Antonio Oeste,105.0
1990.0,Abadejo,San Antonio Oeste,90.1
1991.0,Abadejo,San Antonio Oeste,165.2
1992.0,Abadejo,San Antonio Oeste,122.9
1993.0,Abadejo,San Antonio Oeste,72.4
1994.0,Abadejo,San Antonio Oeste,97.8
1995.0,Abadejo,San Antonio Oeste,36.4
1996.0,Abadejo,San Antonio Oeste,39.9
1997.0,Abadejo,San Antonio Oeste,96.6
